Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
However , the situation is rapidly changing now with Łódź campaigning and redesigning itself as an up - and - coming destination . ||| ADV PUNCT DET NOUN AUX ADV VERB ADV SCONJ PROPN VERB CCONJ VERB PRON ADP DET ADV PUNCT CCONJ PUNCT VERB NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod SHIFT REDUCE_R_advmod SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_cc SHIFT REDUCE_R_obj REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_advcl SHIFT REDUCE_R_punct
To accomplish this , Łódź has been capitalizing on its film history - Łódź is jokingly referred to as the " HollyŁódź " of Poland and hosts several film festivals and many other cultural events . ||| PART VERB PRON PUNCT PROPN AUX AUX VERB ADP PRON NOUN NOUN PUNCT PROPN AUX ADV VERB ADP ADP DET PUNCT PROPN PUNCT ADP PROPN CCONJ VERB ADJ NOUN NOUN CCONJ ADJ ADJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_obj SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_punct SHIFT REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj REDUCE_R_conj REDUCE_R_parataxis SHIFT REDUCE_R_punct
Łódź today may not have the glitz and glamour of its heyday ; however , there is a certain charm to Łódź in its partially renovated façades and leitmotivs , not to mention its grand artistic traditions . ||| PROPN NOUN AUX PART VERB DET NOUN CCONJ NOUN ADP PRON NOUN PUNCT ADV PUNCT PRON VERB DET ADJ NOUN ADP PROPN ADP PRON ADV VERB NOUN CCONJ NOUN PUNCT PART PART VERB PRON ADJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_obl REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_expl REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_R_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_nmod REDUCE_R_obj REDUCE_R_advcl REDUCE_R_parataxis SHIFT REDUCE_R_punct
Mérida ||| PROPN ||| SHIFT
Mérida is the capital of the state of Yucatán in Mexico . ||| PROPN AUX DET NOUN ADP DET NOUN ADP PROPN ADP PROPN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_R_punct
It has a population of about 750,000 , and is the largest city in the Yucatán Peninsula . ||| PRON VERB DET NOUN ADP ADV NUM PUNCT CCONJ AUX DET ADJ NOUN ADP DET ADJ PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj SHIFT REDUCE_R_punct
Catedral de San Ildefonso ||| PROPN PROPN PROPN PROPN ||| SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat SHIFT REDUCE_R_flat
Zócalo or Main Plaza , with the Cathedral in the distance ||| PROPN CCONJ ADJ PROPN PUNCT ADP DET PROPN ADP DET NOUN ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod
Understand ||| VERB ||| SHIFT
Mérida is a city of contrasts . ||| PROPN AUX DET NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct
You will find elegant hotels , restaurants and malls in the northern part of the city . ||| PRON AUX VERB ADJ NOUN PUNCT NOUN CCONJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
Downtown , there are hotels and restaurants to suit every budget . ||| NOUN PUNCT PRON VERB NOUN CCONJ NOUN PART VERB DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_expl REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj REDUCE_R_acl REDUCE_R_nsubj SHIFT REDUCE_R_punct
A large central market and numerous small shops are found all around the main plaza . ||| DET ADJ ADJ NOUN CCONJ ADJ ADJ NOUN AUX VERB ADV ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_advmod REDUCE_R_obl SHIFT REDUCE_R_punct
Mérida has a rich cultural life which also reflects its diversity . ||| PROPN VERB DET ADJ ADJ NOUN PRON ADV VERB PRON NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
Many free concerts , performances and other events are held daily . ||| ADJ ADJ NOUN PUNCT NOUN CCONJ ADJ NOUN AUX VERB ADV PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT REDUCE_R_advmod SHIFT REDUCE_R_punct
The city was founded by the Spanish conquistadors in the 1540s on top of a centuries - old Maya city called T'ho . ||| DET NOUN AUX VERB ADP DET ADJ NOUN ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT ADJ PROPN NOUN VERB PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_R_obj REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
The palatial home of the family of conquistador leader Montejo can still be seen on the south side of the Zócalo or main square . ||| DET ADJ NOUN ADP DET NOUN ADP NOUN NOUN PROPN AUX ADV AUX VERB ADP DET NOUN NOUN ADP DET X CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
Here and there bits of ancient Maya stonework can be seen reused in Spanish Colonial era buildings in the old part of town . ||| ADV CCONJ ADV NOUN ADP ADJ PROPN NOUN AUX AUX VERB VERB ADP ADJ ADJ NOUN NOUN ADP DET ADJ NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obl REDUCE_R_advcl SHIFT REDUCE_R_punct
From the later 1800s to the 1920s Mérida enjoyed prosperous boom times fueled by the henequen or sisal plant harvest , which made Yucatán the rope maker to the world . ||| ADP DET ADJ NOUN ADP DET NOUN PROPN VERB ADJ NOUN NOUN VERB ADP DET NOUN CCONJ NOUN NOUN NOUN PUNCT PRON VERB PROPN DET NOUN NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_xcomp REDUCE_R_acl REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
Progressive Mérida had electric trams and street lights before Mexico City . ||| ADJ PROPN VERB ADJ NOUN CCONJ NOUN NOUN ADP PROPN PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
The wealthy constructed the grand Pasejo Montejo avenue north of the old town , inspired by the Champs - Élysées in Paris . ||| DET ADJ VERB DET ADJ PROPN PROPN NOUN ADV ADP DET ADJ NOUN PUNCT VERB ADP DET PROPN PUNCT PROPN ADP PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_R_flat SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_flat REDUCE_R_obl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_obl REDUCE_R_advmod SHIFT REDUCE_R_punct
With the development of artificial twines the sisal boom ended , and Mérida slowed to a more sleepy provincial capital until development picked back up in the late 20th century . ||| ADP DET NOUN ADP ADJ NOUN DET NOUN NOUN VERB PUNCT CCONJ PROPN VERB ADP DET ADV ADJ ADJ NOUN SCONJ NOUN VERB ADV ADP ADP DET ADJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT REDUCE_R_advmod SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_advcl REDUCE_R_conj SHIFT REDUCE_R_punct
The city 's ambiance is colonial and the climate is tropical . ||| DET NOUN PART NOUN AUX ADJ CCONJ DET NOUN AUX ADJ PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
The daytime temperature varies ; in January , it is about 24 ° C ( 75 ° F ) and in June , about 35 ° C ( 95 ° F ) . ||| DET NOUN NOUN VERB PUNCT ADP PROPN PUNCT PRON AUX ADV NUM NOUN PROPN PUNCT NUM NOUN PROPN PUNCT CCONJ ADP PROPN PUNCT ADV NUM NOUN PROPN PUNCT NUM NOUN PROPN PUNCT PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_L_punct SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_nummod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_nmod SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_punct SHIFT REDUCE_R_compound SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_nummod REDUCE_L_nmod REDUCE_L_cc SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_punct SHIFT REDUCE_R_compound SHIFT REDUCE_R_punct REDUCE_R_appos REDUCE_R_conj REDUCE_R_parataxis SHIFT REDUCE_R_punct
To beat the heat , most people are busiest in the mornings . ||| PART VERB DET NOUN PUNCT ADJ NOUN AUX ADJ ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
They have lunch and siesta , then go back to work for a few hours in the late afternoon . ||| PRON VERB NOUN CCONJ NOUN PUNCT ADV VERB ADV ADP NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_punct SHIFT REDUCE_R_advmod SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_conj SHIFT REDUCE_R_punct
The cool breezes from the Gulf of Mexico drift into Mérida in the evenings and this is when many of the residents spend their time outdoors . ||| DET ADJ NOUN ADP DET PROPN ADP PROPN VERB ADP PROPN ADP DET NOUN CCONJ PRON VERB ADV ADJ ADP DET NOUN VERB PRON NOUN ADV PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj SHIFT REDUCE_R_advmod REDUCE_R_advcl REDUCE_R_conj SHIFT REDUCE_R_punct
You can see them visiting and talking as they stroll along the streets , sit in the plazas or dine in the many sidewalk restaurants . ||| PRON AUX VERB PRON VERB CCONJ VERB SCONJ PRON VERB ADP DET NOUN PUNCT VERB ADP DET NOUN CCONJ VERB ADP DET ADJ NOUN NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_ccomp SHIFT SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_conj REDUCE_R_advcl SHIFT REDUCE_R_punct
From Mérida , it is easy to take day trips to a vast array of destinations : archaeological sites , ecological parks , typical villages , caves , beaches , colonial missions and more . ||| ADP PROPN PUNCT PRON AUX ADJ PART VERB NOUN NOUN ADP DET ADJ NOUN ADP NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT NOUN PUNCT NOUN PUNCT ADJ NOUN CCONJ ADJ PUNCT ||| SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_expl REDUCE_L_obl SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_compound REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obl REDUCE_R_csubj SHIFT REDUCE_R_punct
Take your time and really explore the Maya sites , walk for miles along the Gulf of Mexico , attend a village festival , photograph the wildlife , crawl through a cave or swim in a cenote . ||| VERB PRON NOUN CCONJ ADV VERB DET PROPN NOUN PUNCT VERB ADP NOUN ADP DET PROPN ADP PROPN PUNCT VERB DET NOUN NOUN PUNCT VERB DET NOUN PUNCT VERB ADP DET NOUN CCONJ VERB ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obl REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_R_obj REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_det REDUCE_R_obj REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_conj REDUCE_R_conj SHIFT REDUCE_R_punct
Tourist Information ( Turismo Mérida ) , email : turismo@merida.gob.mx . ||| PROPN PROPN PUNCT X PROPN PUNCT PUNCT NOUN PUNCT PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_dep REDUCE_R_parataxis SHIFT REDUCE_R_punct
The city maintains several tourist information offices , all of which can offer helpful information on accommodation , free maps , and bus connections . ||| DET NOUN VERB ADJ NOUN NOUN NOUN PUNCT DET ADP PRON AUX VERB ADJ NOUN ADP NOUN PUNCT ADJ NOUN PUNCT CCONJ NOUN NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT REDUCE_L_amod REDUCE_R_obj SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
All offices also have free copies of Yucatan Today , a helpful weekly Spanish - English publication listing all events in the city and the surrounding region . ||| DET NOUN ADV VERB ADJ NOUN ADP PROPN PROPN PUNCT DET ADJ ADJ ADJ PUNCT ADJ NOUN VERB DET NOUN ADP DET NOUN CCONJ DET VERB NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl REDUCE_R_appos REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
